full_name,fighter_id,fighter_nickname,fighter_height_cm,fighter_weight_lbs,fighter_reach_cm,fighter_stance,fighter_dob,fighter_w,fighter_l,fighter_d,fighter_nc_dq,fighter_url,weight_class,total_fights,win_rate
Josh Thomson,400,The Punk,177.8,155.0,180.34,Orthodox,1978-09-21,22,9,0,1.0,http://ufcstats.com/fighter-details/a566371ba2ad7152,Lightweight,31,0.7096774193548387
Simeon Thoresen,399,The Grin,185.42,170.0,200.66,Orthodox,1984-03-14,17,6,1,,http://ufcstats.com/fighter-details/fea8acf9bfcf09ec,Welterweight,24,0.7083333333333334
Darren Till,394,The Gorilla,182.88,185.0,187.96,Southpaw,1992-12-24,18,5,1,,http://ufcstats.com/fighter-details/9ce6d5a03af801b7,Middleweight,24,0.75
Dusko Todorovic,389,Thunder,185.42,185.0,187.96,Orthodox,1994-05-19,12,4,0,,http://ufcstats.com/fighter-details/866fd7b1a6c90e7f,Middleweight,16,0.75
Ilia Topuria,380,El Matador,170.18,145.0,175.26,Orthodox,1997-01-21,14,0,0,,http://ufcstats.com/fighter-details/54f64b5e283b0ce7,Featherweight,14,1.0
Tecia Torres,375,The Tiny Tornado,154.94,115.0,152.4,Orthodox,1989-08-16,13,6,0,,http://ufcstats.com/fighter-details/31ef8b67e13495b3,Flyweight,19,0.6842105263157895
Jose Torres,372,Shorty,162.56,125.0,165.1,Orthodox,1992-08-02,8,1,0,,http://ufcstats.com/fighter-details/d2036f31c035e0d1,Flyweight,9,0.8888888888888888
Manuel Torres,370,El Loco,177.8,155.0,185.42,Switch,1995-03-25,14,2,0,,http://ufcstats.com/fighter-details/2e7878927067fdca,Lightweight,16,0.875
Eduardo Torres Caut,369,Cyborg,170.18,135.0,177.8,Orthodox,1995-04-26,16,1,0,,http://ufcstats.com/fighter-details/c8d46028907bcece,Bantamweight,17,0.9411764705882353
Salim Touahri,368,Grizzly,177.8,170.0,182.88,Orthodox,1989-09-28,10,4,0,,http://ufcstats.com/fighter-details/cbf1c7ba5408a66f,Welterweight,14,0.7142857142857143
Dequan Townsend,367,The Tarantula,190.5,205.0,200.66,Orthodox,1986-05-11,21,12,0,,http://ufcstats.com/fighter-details/3f7dab21b6c971bc,Light Heavyweight,33,0.6363636363636364
Francisco Trevino,361,Sitkayan,175.26,155.0,177.8,Orthodox,1981-12-17,13,3,0,,http://ufcstats.com/fighter-details/97a6bbe6e6566a94,Lightweight,16,0.8125
Frank Trigg,359,Twinkle Toes,175.26,170.0,180.34,Southpaw,1972-05-07,21,9,0,,http://ufcstats.com/fighter-details/d2d37e8eeb3abc8d,Welterweight,30,0.7
Francisco Trinaldo,358,Massaranduba,175.26,170.0,177.8,Southpaw,1978-08-24,28,9,0,,http://ufcstats.com/fighter-details/a8283a4f415e1eb9,Welterweight,37,0.7567567567567568
Michael Trizano,356,The Lone Wolf,180.34,145.0,180.34,Orthodox,1991-12-31,11,3,0,,http://ufcstats.com/fighter-details/5bf31a46becc1204,Featherweight,14,0.7857142857142857
Antonio Trocoli,355,Malvado,195.58,205.0,208.28,Orthodox,1990-12-06,12,3,0,1.0,http://ufcstats.com/fighter-details/6d48a2df51749d91,Light Heavyweight,15,0.8
Abel Trujillo,351,Killa,172.72,155.0,177.8,Orthodox,1983-09-18,15,8,0,1.0,http://ufcstats.com/fighter-details/e14b5aa06eea9653,Lightweight,23,0.6521739130434783
Arman Tsarukyan,350,Ahalkalakets,170.18,155.0,182.88,Orthodox,1996-10-11,20,3,0,,http://ufcstats.com/fighter-details/eae48ff31db420c2,Lightweight,23,0.8695652173913043
Chris Tuchscherer,348,The Crowbar,187.96,258.0,193.04,Orthodox,1975-09-08,21,4,0,1.0,http://ufcstats.com/fighter-details/df05aa15b2d66f57,Heavyweight,25,0.84
Jon Tuck,347,Super Saiyan,180.34,155.0,185.42,Orthodox,1984-08-28,10,5,0,,http://ufcstats.com/fighter-details/53ec9cb470e1a4ea,Lightweight,15,0.6666666666666666
Gavin Tucker,346,Guv'nor,167.64,145.0,167.64,Southpaw,1986-06-17,13,3,0,,http://ufcstats.com/fighter-details/da816417a579a0bd,Featherweight,16,0.8125
Tai Tuivasa,342,Bam Bam,187.96,264.0,190.5,Southpaw,1993-03-16,15,6,0,,http://ufcstats.com/fighter-details/c62fbc117d57b943,Heavyweight,21,0.7142857142857143
Zubaira Tukhugov,341,Warrior,172.72,155.0,172.72,Orthodox,1991-01-15,20,6,1,,http://ufcstats.com/fighter-details/aceffa19749c4dc0,Lightweight,27,0.7407407407407407
Marco Tulio,339,Matuto,182.88,185.0,187.96,Orthodox,1994-06-13,10,1,0,,http://ufcstats.com/fighter-details/9384e71bca6c409d,Middleweight,11,0.9090909090909091
Nyamjargal Tumendemberel,338,Art of Knockout,170.18,125.0,180.34,Orthodox,1998-03-22,8,0,0,,http://ufcstats.com/fighter-details/17cb6d8e8187f304,Flyweight,8,1.0
Albert Tumenov,337,Einstein,180.34,170.0,185.42,Orthodox,1991-12-26,18,4,0,,http://ufcstats.com/fighter-details/ff6a1f63c254127e,Welterweight,22,0.8181818181818182
Anton Turkalj,335,The Pleasure Man,193.04,205.0,198.12,Orthodox,1996-06-10,8,3,0,,http://ufcstats.com/fighter-details/82529ce93cd9a2cf,Light Heavyweight,11,0.7272727272727273
Wellington Turman,334,The Prodigy,182.88,170.0,182.88,Orthodox,1996-07-22,18,7,0,,http://ufcstats.com/fighter-details/4dcfb28c011c11b2,Welterweight,25,0.72
Jalin Turner,332,The Tarantula,190.5,155.0,195.58,Southpaw,1995-05-18,13,7,0,,http://ufcstats.com/fighter-details/4d8fa64202cee4c1,Lightweight,20,0.65
Marcin Tybura,330,Tybur,190.5,249.0,198.12,Orthodox,1985-11-09,24,8,0,,http://ufcstats.com/fighter-details/c9cf753cfdf77fc2,Heavyweight,32,0.75
Carlos Ulberg,323,Black Jag,193.04,205.0,195.58,Orthodox,1990-11-07,10,1,0,,http://ufcstats.com/fighter-details/9014c02eff8b3d62,Light Heavyweight,11,0.9090909090909091
Gasan Umalatov,322,Cobra,180.34,170.0,180.34,Orthodox,1982-09-11,17,4,2,,http://ufcstats.com/fighter-details/7a39bbac8cc0fa70,Welterweight,23,0.7391304347826086
Caol Uno,319,Uno Shoten,170.18,155.0,177.8,Southpaw,1975-05-08,33,19,5,,http://ufcstats.com/fighter-details/eb1723480fa2f96c,Lightweight,57,0.5789473684210527
Logan Urban,317,Hulk,182.88,170.0,182.88,Orthodox,1994-04-22,5,1,0,1.0,http://ufcstats.com/fighter-details/5e23f30e9c6ed74e,Welterweight,6,0.8333333333333334
Hector Urbina,316,El Toro,180.34,170.0,185.42,Orthodox,1987-09-17,17,10,1,,http://ufcstats.com/fighter-details/4b8fb0453a596b8e,Welterweight,28,0.6071428571428571
Gilbert Urbina,314,The RGV Bad Boy,190.5,170.0,190.5,Orthodox,1996-04-05,7,3,0,,http://ufcstats.com/fighter-details/b12fb759e02378de,Welterweight,10,0.7
Sho Patrick Usami,311,Savage,175.26,155.0,177.8,Orthodox,2000-05-08,4,1,0,,http://ufcstats.com/fighter-details/fe30c5f5cc3e028b,Lightweight,5,0.8
Kamaru Usman,310,The Nigerian Nightmare,182.88,170.0,193.04,Switch,1987-05-11,20,3,0,,http://ufcstats.com/fighter-details/f1b2aa7853d1ed6e,Welterweight,23,0.8695652173913043
Mohammed Usman,309,The Motor,187.96,239.0,200.66,Orthodox,1989-04-01,11,2,0,,http://ufcstats.com/fighter-details/da7f113b5ea39c43,Heavyweight,13,0.8461538461538461
Darren Uyenoyama,308,BC,167.64,125.0,165.1,Orthodox,1979-10-15,10,6,0,,http://ufcstats.com/fighter-details/6546af7ab545b90c,Flyweight,16,0.625
Richie Vaculik,307,Vas,167.64,125.0,175.26,Orthodox,1983-06-19,10,4,0,,http://ufcstats.com/fighter-details/54578e5927adea53,Flyweight,14,0.7142857142857143
Genaro Valdez,305,Rayadito,175.26,155.0,182.88,Orthodox,1992-01-16,10,3,0,,http://ufcstats.com/fighter-details/cda1099995b46cc2,Lightweight,13,0.7692307692307693
Ivan Valenzuela,302,Bam Bam,187.96,185.0,195.58,Orthodox,1992-11-17,8,2,0,,http://ufcstats.com/fighter-details/45b82ebf0b9e0fd2,Middleweight,10,0.8
Timur Valiev,301,Lucky,167.64,135.0,170.18,Orthodox,1990-01-19,18,3,0,1.0,http://ufcstats.com/fighter-details/45e738622ea2c02c,Bantamweight,21,0.8571428571428571
Kevin Vallejos,298,El Chino,170.18,145.0,172.72,Switch,2001-12-08,11,1,0,,http://ufcstats.com/fighter-details/239d8e5359022f3b,Featherweight,12,0.9166666666666666
Joshua Van,296,The Fearless,165.1,125.0,165.1,Orthodox,2001-10-10,8,1,0,,http://ufcstats.com/fighter-details/17e97649403ba428,Flyweight,9,0.8888888888888888
Cameron VanCamp,291,Jumpman,187.96,155.0,187.96,Switch,1993-04-27,15,7,1,1.0,http://ufcstats.com/fighter-details/87e2468b986ebb79,Lightweight,23,0.6521739130434783
Lando Vannata,287,Groovy,175.26,155.0,180.34,Orthodox,1992-03-14,12,7,2,,http://ufcstats.com/fighter-details/f9b200db02b488d9,Lightweight,21,0.5714285714285714
Paige VanZant,286,12 Gauge,162.56,115.0,165.1,Orthodox,1994-03-26,8,5,0,,http://ufcstats.com/fighter-details/4d5197f331c47290,Flyweight,13,0.6153846153846154
Javier Vazquez,278,Showtime,170.18,145.0,175.26,Southpaw,1977-07-16,16,5,0,,http://ufcstats.com/fighter-details/be5cfd73617a5b1a,Featherweight,21,0.7619047619047619
Greg Velasco,273,The Viking King,187.96,265.0,177.8,Southpaw,1993-09-23,6,1,0,,http://ufcstats.com/fighter-details/34a81ebbce32b06b,Heavyweight,7,0.8571428571428571
Bojan Velickovic,270,Serbian Steel,182.88,170.0,193.04,Southpaw,1988-12-18,15,6,1,,http://ufcstats.com/fighter-details/fcce75a25c14a804,Welterweight,22,0.6818181818181818
Luigi Vendramini,268,The Italian Stallion,172.72,155.0,185.42,Orthodox,1996-01-16,9,3,0,,http://ufcstats.com/fighter-details/2f1a257d6777096d,Lightweight,12,0.75
Brandon Vera,265,The Truth,190.5,230.0,198.12,Orthodox,1977-10-10,15,7,0,1.0,http://ufcstats.com/fighter-details/fa315e6c77eee106,Heavyweight,22,0.6818181818181818
Marlon Vera,263,Chito,172.72,135.0,177.8,Switch,1992-12-02,21,8,1,,http://ufcstats.com/fighter-details/7c7332319c14094c,Bantamweight,30,0.7
Isis Verbeek,262,Fight Queen,162.56,115.0,162.56,Orthodox,1995-01-12,5,2,0,,http://ufcstats.com/fighter-details/d6f58b8cd1a6ff52,Flyweight,7,0.7142857142857143
Marvin Vettori,255,The Italian Dream,182.88,185.0,187.96,Southpaw,1993-09-20,19,7,1,,http://ufcstats.com/fighter-details/7acbb0972e75281a,Middleweight,27,0.7037037037037037
Hugo Viana,254,Wolverine,167.64,135.0,170.18,Orthodox,1982-09-26,8,4,0,,http://ufcstats.com/fighter-details/f95381efb3051d81,Bantamweight,12,0.6666666666666666
Polyana Viana,252,Dama de Ferro,165.1,115.0,170.18,Orthodox,1992-06-14,13,6,0,,http://ufcstats.com/fighter-details/9673a497a9da119a,Flyweight,19,0.6842105263157895
James Vick,250,The Texecutioner,190.5,155.0,193.04,Orthodox,1987-02-23,13,5,0,,http://ufcstats.com/fighter-details/6256b2b1562cb8e1,Lightweight,18,0.7222222222222222
Tamires Vidal,249,Tractor,167.64,135.0,172.72,Orthodox,1998-07-27,7,2,0,,http://ufcstats.com/fighter-details/4f3064faf17aa711,Bantamweight,9,0.7777777777777778
Ketlen Vieira,246,Fenomeno,172.72,135.0,172.72,Orthodox,1991-08-26,14,3,0,,http://ufcstats.com/fighter-details/b9706f80d005036c,Bantamweight,17,0.8235294117647058
Ike Villanueva,240,Hurricane,185.42,205.0,185.42,Orthodox,1984-04-04,18,14,0,,http://ufcstats.com/fighter-details/f9d0cae37dabfafc,Light Heavyweight,32,0.5625
Armando Villarreal,238,La Lumbre,170.18,135.0,167.64,Southpaw,1989-08-08,5,2,0,,http://ufcstats.com/fighter-details/454c1f0b638972ab,Bantamweight,7,0.7142857142857143
Brandon Visher,232,The Viper,167.64,135.0,172.72,Orthodox,1984-05-06,13,3,0,,http://ufcstats.com/fighter-details/7c4ec656d8fcb867,Bantamweight,16,0.8125
Cheyanne Vlismas,230,The Warrior Princess,160.02,115.0,160.02,Switch,1995-06-25,7,3,0,,http://ufcstats.com/fighter-details/4959f10a62f3fec3,Flyweight,10,0.7
Bobby Voelker,229,Vicious,182.88,170.0,187.96,Orthodox,1979-04-26,19,13,0,,http://ufcstats.com/fighter-details/fb8a3025ae722e64,Welterweight,32,0.59375
Mateo Vogel,228,Carrapato,172.72,145.0,180.34,Orthodox,1996-03-05,8,3,0,,http://ufcstats.com/fighter-details/90b57b19d20e1969,Featherweight,11,0.7272727272727273
Alexander Volkanovski,227,The Great,167.64,145.0,180.34,Orthodox,1988-09-29,26,2,0,,http://ufcstats.com/fighter-details/e1248941344b3288,Featherweight,28,0.9285714285714286
Jacob Volkmann,226,Christmas,175.26,155.0,180.34,Southpaw,1980-09-05,19,7,0,,http://ufcstats.com/fighter-details/6f81b6de2557739a,Lightweight,26,0.7307692307692307
Alexander Volkov,225,Drago,200.66,250.0,203.2,Orthodox,1988-10-24,37,10,0,,http://ufcstats.com/fighter-details/279566840aa55bf2,Heavyweight,47,0.7872340425531915
Brogan Walker,211,The Bear,162.56,125.0,170.18,Switch,1988-08-02,8,4,0,,http://ufcstats.com/fighter-details/4333a8e70a672eb7,Flyweight,12,0.6666666666666666
Rodney Wallace,207,Shonuff the Master,175.26,205.0,182.88,Switch,1981-11-21,26,15,1,,http://ufcstats.com/fighter-details/b9415726dc3ec526,Light Heavyweight,42,0.6190476190476191
Randall Wallace,205,Braveheart,180.34,185.0,185.42,Orthodox,1989-03-01,15,6,0,,http://ufcstats.com/fighter-details/95cf6be9071e68b0,Middleweight,21,0.7142857142857143
James Wallace,204,Jesse,177.8,155.0,175.26,Orthodox,1992-11-17,5,2,0,,http://ufcstats.com/fighter-details/4078de7181a19142,Lightweight,7,0.7142857142857143
Richard Walsh,201,Filthy Rich,182.88,170.0,185.42,Orthodox,1988-12-01,9,5,0,,http://ufcstats.com/fighter-details/303a05a7aa3ff761,Welterweight,14,0.6428571428571429
Joshua Wang-Kim,194,Twin Dragon,175.26,135.0,180.34,Switch,1992-11-16,5,2,0,,http://ufcstats.com/fighter-details/d538f13ab21d9633,Bantamweight,7,0.7142857142857143
Terrion Ware,190,Flash,172.72,135.0,180.34,Orthodox,1986-03-31,17,9,0,,http://ufcstats.com/fighter-details/ba5e253af86db1a8,Bantamweight,26,0.6538461538461539
Dominic Waters,181,Sho Nuff,185.42,170.0,200.66,Orthodox,1989-04-11,9,5,0,,http://ufcstats.com/fighter-details/2de91c2244ad7e89,Welterweight,14,0.6428571428571429
Trey Waters,180,The Truth,195.58,170.0,195.58,Orthodox,1995-02-21,8,1,0,,http://ufcstats.com/fighter-details/31dbfbe4e7a6727c,Welterweight,9,0.8888888888888888
Michelle Waterson-Gomez,179,The Karate Hottie,160.02,115.0,157.48,Orthodox,1986-01-06,18,12,0,,http://ufcstats.com/fighter-details/eb04b9d31e938edb,Flyweight,30,0.6
Walel Watson,174,The Gazelle,180.34,135.0,190.5,Orthodox,1984-07-16,14,10,0,,http://ufcstats.com/fighter-details/92aafa8f4b26269b,Bantamweight,24,0.5833333333333334
Tom Watson,173,Kong,185.42,185.0,185.42,Orthodox,1982-07-13,17,9,0,,http://ufcstats.com/fighter-details/6809c31286b08d97,Middleweight,26,0.6538461538461539
Brok Weaver,171,Chata Tuska,182.88,155.0,185.42,Southpaw,1991-12-05,15,6,0,,http://ufcstats.com/fighter-details/7c9f96f9a6a5cd50,Lightweight,21,0.7142857142857143
Joshua Weems,166,Wide Open,172.72,135.0,175.26,Orthodox,1994-05-05,11,3,0,,http://ufcstats.com/fighter-details/69888118d968ba52,Bantamweight,14,0.7857142857142857
Chris Weidman,164,The All-American,187.96,185.0,198.12,Orthodox,1984-06-17,15,7,0,,http://ufcstats.com/fighter-details/3a8176e15b9887c1,Middleweight,22,0.6818181818181818
Christian Wellisch,162,The Hungarian Nightmare,187.96,234.0,195.58,Orthodox,1975-09-13,8,5,0,,http://ufcstats.com/fighter-details/f1b2a4365799c48b,Heavyweight,13,0.6153846153846154
Fabricio Werdum,160,Vai Cavalo,193.04,231.0,195.58,Orthodox,1977-07-30,24,9,1,,http://ufcstats.com/fighter-details/492b202d2064e7a9,Heavyweight,34,0.7058823529411765
Coty Wheeler,155,Ox,167.64,135.0,170.18,Orthodox,1978-10-11,14,5,0,,http://ufcstats.com/fighter-details/e57f0b06ea39e360,Bantamweight,19,0.7368421052631579
Alex White,152,The Spartan,182.88,155.0,180.34,Southpaw,1988-10-22,13,6,0,,http://ufcstats.com/fighter-details/c17041f1bb5768d8,Lightweight,19,0.6842105263157895
Craig White,151,The Thundercat,187.96,170.0,193.04,Orthodox,1990-07-01,14,9,0,,http://ufcstats.com/fighter-details/3dd949593346dbc3,Welterweight,23,0.6086956521739131
Patrik White,150,Primetime,182.88,155.0,182.88,Orthodox,1993-06-11,9,2,0,,http://ufcstats.com/fighter-details/4debc6c4c6249690,Lightweight,11,0.8181818181818182
Robert Whiteford,149,The Hammer,175.26,145.0,175.26,Southpaw,1983-04-12,14,4,0,,http://ufcstats.com/fighter-details/1dafccb62a0f98ec,Featherweight,18,0.7777777777777778
Garett Whiteley,147,Goodnight,182.88,155.0,182.88,Orthodox,1980-12-13,7,3,0,,http://ufcstats.com/fighter-details/129537073431e52e,Lightweight,10,0.7
Emily Whitmire,145,Spitfire,165.1,125.0,160.02,Orthodox,1991-05-24,4,5,0,,http://ufcstats.com/fighter-details/b3d21b2610dcfaeb,Flyweight,9,0.4444444444444444
Robert Whittaker,144,The Reaper,182.88,185.0,185.42,Orthodox,1990-12-20,25,7,0,,http://ufcstats.com/fighter-details/e1147d3d2dabe1ce,Middleweight,32,0.78125
Josh Wick,143,The White Mamba,175.26,155.0,175.26,Switch,1994-10-04,12,6,0,,http://ufcstats.com/fighter-details/13935768cf8aeb86,Lightweight,18,0.6666666666666666
Adam Wieczorek,142,Siwy,195.58,250.0,205.74,Orthodox,1992-02-05,10,2,0,,http://ufcstats.com/fighter-details/efa1f6b42c86793c,Heavyweight,12,0.8333333333333334
Mike Wilkinson,136,The Warrior,170.18,145.0,167.64,Orthodox,1987-09-15,9,4,0,,http://ufcstats.com/fighter-details/cfaf010d5b389c09,Featherweight,13,0.6923076923076923
Rob Wilkinson,135,Razor,190.5,185.0,203.2,Orthodox,1992-02-22,11,2,0,,http://ufcstats.com/fighter-details/826475cc758e60e6,Middleweight,13,0.8461538461538461
James Wilks,134,Lightning,185.42,170.0,190.5,Orthodox,1978-05-04,7,4,0,,http://ufcstats.com/fighter-details/852454c572675334,Welterweight,11,0.6363636363636364
Patrick Williams,129,The Animal,172.72,135.0,185.42,Orthodox,1981-09-07,8,6,0,,http://ufcstats.com/fighter-details/39330403ad27c2bb,Bantamweight,14,0.5714285714285714
Tim Williams,128,The South Jersey Strangler,187.96,185.0,193.04,Orthodox,1986-07-03,15,5,0,,http://ufcstats.com/fighter-details/990bd63726a577f8,Middleweight,20,0.75
Jordan Williams,127,Bomaye,185.42,185.0,190.5,Southpaw,1990-10-13,9,6,0,1.0,http://ufcstats.com/fighter-details/e26bd53b751d61d9,Middleweight,15,0.6
Cole Williams,126,Havoc,182.88,170.0,185.42,Orthodox,1983-12-15,11,3,0,,http://ufcstats.com/fighter-details/f9a20a17d712ef7c,Welterweight,14,0.7857142857142857
Khaos Williams,125,The OxFighter,182.88,170.0,195.58,Orthodox,1994-03-30,14,3,0,,http://ufcstats.com/fighter-details/2558ae2e5671e318,Welterweight,17,0.8235294117647058
Justin Willis,122,Big Pretty,185.42,264.0,198.12,Southpaw,1987-07-19,8,2,0,,http://ufcstats.com/fighter-details/ce1e867808ef5fce,Heavyweight,10,0.8
Chris Wilson,121,The Professor,185.42,170.0,190.5,Orthodox,1977-06-07,18,10,0,1.0,http://ufcstats.com/fighter-details/a56607a451e4c70d,Welterweight,28,0.6428571428571429
Jonathan Wilson,119,Johnny Bravo,187.96,205.0,190.5,Southpaw,1987-07-17,7,3,0,,http://ufcstats.com/fighter-details/cd01f0b768a32475,Light Heavyweight,10,0.7
Jason Witt,110,The Vanilla Gorilla,177.8,170.0,177.8,Orthodox,1986-11-07,19,9,0,,http://ufcstats.com/fighter-details/5f3805dda9661cba,Welterweight,28,0.6785714285714286
Joanne Wood,103,JoJo,167.64,125.0,165.1,Orthodox,1985-12-23,16,8,0,,http://ufcstats.com/fighter-details/12f91bfa8f1f723b,Flyweight,24,0.6666666666666666
Nathaniel Wood,102,The Prospect,167.64,145.0,175.26,Orthodox,1993-05-08,20,5,0,,http://ufcstats.com/fighter-details/329e403448756217,Featherweight,25,0.8
Val Woodburn,101,The Animal,172.72,185.0,187.96,Orthodox,1993-08-10,7,1,0,,http://ufcstats.com/fighter-details/7a47e068f8017019,Middleweight,8,0.875
Tyron Woodley,100,The Chosen One,175.26,170.0,187.96,Orthodox,1982-04-07,19,7,1,,http://ufcstats.com/fighter-details/effd9de9937996f8,Welterweight,27,0.7037037037037037
Sean Woodson,98,The Sniper,187.96,145.0,198.12,Orthodox,1992-06-07,10,1,1,,http://ufcstats.com/fighter-details/4682bc59d5f55145,Featherweight,12,0.8333333333333334
Khama Worthy,95,The Death Star,180.34,155.0,187.96,Orthodox,1986-10-15,16,9,0,,http://ufcstats.com/fighter-details/78e501478a36a018,Lightweight,25,0.64
Jordan Wright,90,The Beverly Hills Ninja,187.96,205.0,195.58,Orthodox,1991-10-07,12,5,0,1.0,http://ufcstats.com/fighter-details/c878270af633eb11,Light Heavyweight,17,0.7058823529411765
Wu Yanan,88,Mulan,172.72,135.0,167.64,Orthodox,1996-04-18,13,6,0,,http://ufcstats.com/fighter-details/fdbefee0827e1567,Bantamweight,19,0.6842105263157895
Wuziazibieke Jiahefu,86,Prairie Kitty,175.26,145.0,177.8,Orthodox,1990-04-09,29,12,1,,http://ufcstats.com/fighter-details/2d077e22886298be,Featherweight,42,0.6904761904761905
Xie Bin,83,The Stalker,177.8,145.0,180.34,Orthodox,1998-02-28,8,4,0,,http://ufcstats.com/fighter-details/e415ea6f8d41c917,Featherweight,12,0.6666666666666666
Alexander Yakovlev,78,Russian Thunder,190.5,155.0,187.96,Southpaw,1984-07-18,24,10,1,,http://ufcstats.com/fighter-details/d06f8869449ba7bd,Lightweight,35,0.6857142857142857
Norifumi Yamamoto,73,Kid,162.56,135.0,167.64,Southpaw,1977-03-15,18,6,0,2.0,http://ufcstats.com/fighter-details/4834ff149dc9542a,Bantamweight,24,0.75
Petr Yan,68,No Mercy,170.18,135.0,170.18,Switch,1993-02-11,16,5,0,,http://ufcstats.com/fighter-details/d661ce4da776fc20,Bantamweight,21,0.7619047619047619
Yan Qihui,67,Queen Kong,160.02,125.0,157.48,Orthodox,1996-10-01,11,4,0,,http://ufcstats.com/fighter-details/5c9c2e247c836b67,Flyweight,15,0.7333333333333333
Adam Yandiev,66,Boroda,175.26,185.0,187.96,Orthodox,1988-08-07,9,1,0,,http://ufcstats.com/fighter-details/0a95c474e61a6c44,Middleweight,10,0.9
Dongi Yang,64,The Ox,177.8,185.0,185.42,Southpaw,1984-12-07,13,3,0,,http://ufcstats.com/fighter-details/aed06011bf62237b,Middleweight,16,0.8125
Ashley Yoder,54,SpiderMonkey,170.18,115.0,175.26,Southpaw,1987-10-20,8,8,0,,http://ufcstats.com/fighter-details/b4c6c904a9ffc5e8,Flyweight,16,0.5
SangHoon Yoo,50,Assassin,182.88,170.0,187.96,Orthodox,1990-01-18,8,2,0,,http://ufcstats.com/fighter-details/00b490982afd1b17,Welterweight,10,0.8
Yoshiyuki Yoshida,48,Zenko,180.34,170.0,177.8,Southpaw,1974-05-10,18,9,0,,http://ufcstats.com/fighter-details/ab8900ae1f1dfd4c,Welterweight,27,0.6666666666666666
Jason Young,43,Shotgun,175.26,145.0,185.42,Orthodox,1986-06-28,9,6,0,,http://ufcstats.com/fighter-details/f59e9e49ef85b469,Featherweight,15,0.6
Shane Young,42,Smokin',172.72,145.0,182.88,Orthodox,1993-07-31,13,8,0,,http://ufcstats.com/fighter-details/4cd8b03aee1d0138,Featherweight,21,0.6190476190476191
Shanna Young,41,The Shanimal,170.18,125.0,165.1,Orthodox,1991-02-20,9,6,0,,http://ufcstats.com/fighter-details/568bbad0eaced57c,Flyweight,15,0.6
